0	37.9754	60.7697	86.4713	66.036	101.654	115.014	61.3601	103.048	115.85	52.7705	90.408	101.584	45.275	69.554	82.0466	
37.9754	0	33.6671	64.8666	69.9922	96.8906	107.925	69.9933	99.3343	108.154	64.453	90.1137	97.3487	64.5879	79.4851	87.3235	
60.7697	33.6671	0	33.7544	58.7541	80.3374	90.7121	64.4534	87.1276	96.2081	65.8315	82.271	90.3503	74.4617	81.0175	88.6879	
86.4713	64.8666	33.7544	0	60.1629	71.4088	81.5143	67.5053	78.3076	87.9416	72.8274	77.555	84.7332	85.7738	85.4467	90.8658	
66.036	69.9922	58.7541	60.1629	0	40.6567	58.0221	21.8229	57.3058	76.493	37.8035	58.8919	74.7271	56.8831	60.3644	71.3403	
101.654	96.8906	80.3374	71.4088	40.6567	0	23.9523	48.9611	37.0273	55.8302	63.6089	51.252	62.6169	84.7866	74.7263	75.1625	
115.014	107.925	90.7121	81.5143	58.0221	23.9523	0	64.94	44.406	50.3218	78.1342	61.6155	63.1412	98.4223	87.1081	83.937	
61.3601	69.9933	64.4534	67.5053	21.8229	48.9611	64.94	0	48.4379	68.8904	20.9674	44.3582	62.6738	42.8591	43.0104	55.3243	
103.048	99.3343	87.1276	78.3076	57.3058	37.0273	44.406	48.4379	0	29.1527	58.3572	28.9477	35.6013	79.1121	63.3445	59.4094	
115.85	108.154	96.2081	87.9416	76.493	55.8302	50.3218	68.8904	29.1527	0	76.1102	47.3899	33.8421	94.825	78.5163	69.4962	
52.7705	64.453	65.8315	72.8274	37.8035	63.6089	78.1342	20.9674	58.3572	76.1102	0	41.6632	60.2384	24.09	28.0314	44.4766	
90.408	90.1137	82.271	77.555	58.8919	51.252	61.6155	44.3582	28.9477	47.3899	41.6632	0	27.8325	59.4309	39.8922	37.537	
101.584	97.3487	90.3503	84.7332	74.7271	62.6169	63.1412	62.6738	35.6013	33.8421	60.2384	27.8325	0	74.3581	54.8329	43.7679	
45.275	64.5879	74.4617	85.7738	56.8831	84.7866	98.4223	42.8591	79.1121	94.825	24.09	59.4309	74.3581	0	27.5117	45.6851	
69.554	79.4851	81.0175	85.4467	60.3644	74.7263	87.1081	43.0104	63.3445	78.5163	28.0314	39.8922	54.8329	27.5117	0	25.4196	
82.0466	87.3235	88.6879	90.8658	71.3403	75.1625	83.937	55.3243	59.4094	69.4962	44.4766	37.537	43.7679	45.6851	25.4196	0	
